,Headings,Content,Stars,headingSentiment,headingSentimentScore,contentSentiment,contentSentimentScore
107,"

                        Because of ola I have lost 1lakh…
                
","
                Because of ola I have lost 1lakh amount, don't use ola it's too wrost
            ",1,POSITIVE,0.6526739597320557,NEGATIVE,0.9994845390319824
108,"

                        Avoid at all costs
                
","
                Avoid at all costs. Uber is a safer bet. Drivers are able to cancel rides and still get paid with no repercussions. Their is no customer service, the number on their website doesn't work. This company looks like it's run from a shed in Birmingham. Please avoid.
            ",1,NEGATIVE,0.9998077750205994,NEGATIVE,0.9999871253967285
109,"

                        i work ola partner in australia
                
","
                i work ola partner in australia . ola support team dont know how to talk with drivers.Rude team  3 months on wards they are solving my issue till now i didnt even get the proper result . when i am calling to ola support team they are lift the call and telling with in 24 hours we are going to activate your account after 24 hour same issue noting changes . very bad experience 😡
            ",1,POSITIVE,0.9976657629013062,NEGATIVE,0.9999704360961914
110,"

                        Drivers are cancelling the trip after…
                
","
                Divers are cancelling the trip after booking, and the application is looting money as cancellation charges in the next trip. This is a big CHEATING by OLA.Single  * also can't be
            ",1,NEGATIVE,0.9555270075798035,NEGATIVE,0.9999675750732422
111,"

                        Used to work for them (not anymore) - avoid!
                
","
                So... I actually worked for OlaCabs in the UK in the past - and what a shocking company to work for... Let's get some technical nitty-gritty stuff out of the way first:1) logging in to the olacabs website as a driver, and I'm REQUIRED to tick the box aggreeing to my number or data being used, so that I can be sent further materials or promotions or news in the future2) there's no way to use the Ola Driver / Ola Partner app with Developer Mode enabled on your device. I had hoped that this was going to be addressed, but 18 months later and it's still forced on people to disabled developer mode. 3) once you login online, there's no way to get a printout of all your completed fares, or a yearly summary for tax purposes.Okay - so now down to dealing with the company itself... If you've ever got a query or concerned about anything, contacting OlaCabs is pretty much useless. Their support have poor language skills, so a lot of the time don't even understand what's being asked of them. Both as a user and driver, I've had to contact OlaCabs Support several times just to get one singular issue resolved.When I first started working for them, they were renting office space, and trying to find which office was a nightmare, because there was nobody around from OlaCabs at the office - they were all in some waiting area with no signage to communicate that. Then I had an issue receiving my sign-up bonus, being told that the ""offer had expired"" essentially even though it couldn't have, as the dates depicted on their own advertisement cards to get more drivers had me doing everything correct, to the correct timescale. When things are working properly in the driver app, it seems to be fine and apart from what I can only deem as ""random cancellations"" (because I've seen the same customer at the same location attempting to request a taxi later on) I've not had many issues from that sort of perspective. But the DRIVER app needs an overhaul and development from a team that actually want to be part of this universal ""competition"" for being a company that provides taxi services to the public. Their USER app - for requesting rides - seems to be okay for the most part as it's been updated to be similar in end user experience to what Uber offer, but the Uber platform and everything about it is just so much better. My honest opinion? Pay a slightly higher price that features a bit more safety, and get an Uber. . . . As a final note, I would like to say that I've seen people give low ratings because ""the driver took the long way round"". There isn't an excuse for doing that deliberately, but most of the time drivers are following their GPS or taking longer routes that avoid congestion and traffic jams. Of course, people seem to have forgotten how to communicate, because passengers can always tell or show the driver(s) a better route. I guess the art of communication is lost these days. A lot of the time, people just want to get to where they're going - they don't want it to take excessive amounts of time or be extortionate, financially - but to make the complaint ""they went the long way"" when you don't say anything yourself is almost ironic.
            ",1,NEGATIVE,0.9999427795410156,NEGATIVE,0.9999562501907349
112,"

                        Charged me with driver wrong route. Never to OLA !
                
","
                Took recent ride with Ola 2 days It has to be $5 plus shiwn on app for very short distance of less than 2km 3 blocks away just I have luggage with me. I complaint during the ride but the driver insisted and argrued that was my address and then shown my mobile. I assumed he realised he made wrong address on his gps with correct number street  BUT wrong suburb that ended with long route charged me $26 plus. He re-routed me but not admit his mistake.I complained on support app many times but did not bother not resolved and still charged me. Had always bad experiences with drivers often. Decided, removed ola and that will be my LAST and NEVER to OLA ever!!
            ",1,NEGATIVE,0.999515175819397,NEGATIVE,0.999783456325531
113,"

                        On 9th of Jan 2021 we booked ola n the…
                
","
                On 9th of Jan 2021 we booked ola n the fair showing to me was 1481₹ from Chatrapati Shivaji International Airport to Thane and the cab driver took 2075₹ from me n the  driver driver was arguing with us like talk to our customer care or head office.  The driver took us from off location from bkc n taken extra charges car number MH05 BJ 0850 . Wetried calling ola customer care office n no one was picking up the call and last one guy picked the call and he was answering like (sir what's your problem?) After that he told us wrong number. This was the worst experience ever .
            ",1,POSITIVE,0.922192394733429,NEGATIVE,0.9999958276748657
114,"

                        I called Ola for a 8 min ride from my…
                
","
                I called Ola for a 8 min ride from my local hight St to home. The cost was stated as just over £5.00. When I arrived at home half hour later I saw they attempted to charge me £27.04 claiming I took the ride from Kilburn to Dulwich!! If I hadn't had my banking app on my phone I would not have known!Called the support to be told""sorry"" and made a slight reduction on the original fare cost.I made it clear ""sorry"" doesn't cut it when you place your card on an app and the company accesses your account with Fraudulent rides. Asked who regulates them and told No one.. Shocking.. I wonder how many other accounts they've raided!!Then, to make it worse they removed the Fraudulent ride appearing on my app info in rides.. And placed the correct info so leaving no documented trace!!They should loose their licence as its fraud!!BE WARNED PEOPLE...
            ",1,POSITIVE,0.8076436519622803,NEGATIVE,0.9997857213020325
115,"

                        drivers of ola bike they don't give…
                
","
                drivers of ola bike they don't give change back. if ride cost 62 they charge 70 saying that they have no change so give them change. and ask them not to beg and do their job sincerely
            ",1,NEGATIVE,0.8400334715843201,NEGATIVE,0.7854551076889038
116,"

                        Very very bad
                
","
                Very very bad . From 45 min iam waiting  it's showing the min but driver canceled the trip  and he called me
            ",1,NEGATIVE,0.9999327659606934,NEGATIVE,0.999969482421875
117,"

                        It's a sad case
                
","
                It's a sad case that the driver chose to take the longest detour to get me home. I had assumed that he was a nice guy because he was chatty and friendly and I didn't look at his route until I found myself in the opposite direction to where I was going.
            ",1,NEGATIVE,0.9919089674949646,NEGATIVE,0.99456387758255
118,"

                        Scam fares
                
","
                Terrible service. Booked one cab which was a simple 10 minute drive down one straight road. Driver took a 10 min detour around a different area, literally passing my original pickup before starting the trip to my destination to double the price. Complained to Ola and they just said ""sorry"" but refused to refund money - even though it showed on their GPS he had done this. 2 days later booked a cab which I was told would be $7-9 and they charged me $42.50! Refusing to refund me. Absolute scam, I will never use this company again. Never had these issues with Uber or Didi
            ",1,NEGATIVE,0.9994862079620361,NEGATIVE,0.9999970197677612
119,"

                        Really so cheap service they are just…
                
","
                Really so cheap service they are just taking so much money from drivers please don’t attach cabs in Ola better leave that service they are so cheap
            ",1,NEGATIVE,0.9988542795181274,NEGATIVE,0.9999443292617798
120,"

                        I tried to order an Ola
                
","
                I tried to order an Ola, the Ola couldn’t connect or find me a driver therefore that means no Ola was found. I cancelled the cab to find they took the full amount of money £22 even though they didn’t connect me to a driver. The fair isn’t showing on rides. So hopefully I get that released.
            ",1,NEGATIVE,0.9979903697967529,NEGATIVE,0.9982116222381592
121,"

                        If I could give it zero star would
                
","
                If I could give it zero star would. First I was charged £7 for trip that was still loading on my phone over 10min later, the taxi wasn't even booked i tried to cancel no options. I couldn't wait so used uber instead. Same trip cheaper price and quicker to come get me. Was still late for my meeting . Thinking my money will bounce back but has not. Tried to claim it back on the app not working. No customer service to call. Will get my money back one way or another. Indian scam artist.  Freaking thief's of a company.  Based in India I was told. Big scam please everyone be aware, I only went to them because of getting 25% off first ride, even then the code kept saying invalid.  Unreal. Real scam i don't mind the 7 quid would have paid more, but one my cab was not booked literally showed searching for over 10min then I couldn't cancel, then you take my money.
            ",1,NEGATIVE,0.9997995495796204,NEGATIVE,0.9999943971633911
122,"

                        Scam company
                
","
                Scam company. disgusting.
            ",1,NEGATIVE,0.999182403087616,NEGATIVE,0.9999520778656006
123,"

                        Pathetic Company
                
","
                I carried out a job for Ola,They charged the rider £67 and did not pay me even a single penny.I’ve raised the issue with the concerned authorities like FCA and financial ombudsman services and will write to PCO as well.I will take this company to the court.
            ",1,NEGATIVE,0.9998611211776733,NEGATIVE,0.9995755553245544
124,"

                        How the hell are these people still in…
                
","
                How the hell are these people still in business????Zero customer service. I have not one positive thing to say! Very angry customer ghrrrrr!
            ",1,NEGATIVE,0.9947139620780945,NEGATIVE,0.9999357461929321
125,"

                        I booked ola cab for Mumbai…
                
","
                I booked ola cab for Mumbai location..after booking got confirmed driver called me asked about the fair and after knowing the fair they canceled the ride.
            ",1,POSITIVE,0.7857819199562073,NEGATIVE,0.9822407364845276
126,"

                        i booked ola auto for my colleague...i…
                
","
                i booked ola auto for my colleague...i paid through google pay during the ride and my colleague without knowing that had paid through cash again after the ride. driver took the money also. when called him on the same, he told he will call back and did not call back. post which his no went not reachable. i raised a complaint aswell but still not resolved. very bad service
            ",1,POSITIVE,0.7877976298332214,NEGATIVE,0.9999825954437256
127,"

                        The driver was lovely and the journey…
                
","
                The driver was lovely and the journey was a quick one.  My issue is the hidden cost.  With Uber, it's a flat charge.  $38 is all I am charged.  But for me a $24 ride I was quoted to the airport got taken as $32 due to additional, hidden costs, like a booking and pick up fee.  If you are going to charge me those things, put it into the damn cost.  This is dishonest and unfair.  I don't mind paying it, what I don't like is that it wasn't in the upfront qoute for my ride.  I wish to be aware of what is being withdrawn from my account, not find out later when the receipt comes through
            ",3,POSITIVE,0.9866322875022888,NEGATIVE,0.9999830722808838
128,"

                        Caar not reached on than I cancelled…
                
","
                Caar not reached on than I cancelled but ola still taking pending fees
            ",1,NEGATIVE,0.9985243678092957,NEGATIVE,0.995360791683197
129,"

                        I am completely dissatisfied with the…
                
","
                I am completely dissatisfied with the Ola service I have received. Your reviews on Google are a clear reflection of how you value customers as a series of 1 star reviews seem to be the normal rating for your services.I have a number of issues.I spoke to UJAN on the phone to complain about the unjustifiable jump in price CHARGED in comparison to the quote. Original charge quoted £6-9 which is what I booked at...and charged the day before at only £5 for the exact same journey...Then I get a message on completion of the journey of £18!That is a 3x price hike with no reasonable justification.Ujans reasoning on the phone was that there was not enough taxi cabs in the area. I saw at least 6 taxi cabs within a 200 metre radius and I booked it at a destination on a main road, where I even walked closer to the meeting point to make the pickup easier and drive literally on a straight road for no more than ten minutes. High demand of taxis cannot be a reason To charge 3x the price when there was multiple cars sitting and waiting on the roads for passengers, and especially as I know my area and where the taxi drivers sit and wait around, there was no inconvenience to any driver and no shortage of cars. A few weeks previous I had a series of issues with your driver's cancelling rides unannounced whilst in Birmingham trying to get to a work meeting. I was LATE to that meeting by over 30 minutes solely due to cancelled rides because of your driver's and lack of communication. Thankfully that was resolved and I was refunded a cancellation charge that your driver's seem to have a habit of doing outside of London, with no consequence. But the inconvenience that this app has given me each time I have decide to give it a chance is unacceptable.I have never been charged outside of the threshold with Uber or Kapten. Only Ola.I have also never had to deal with such consistent poor service in regards to misrepresentation of service.It is almost disrespectful that Ola seems to have a complete disregard to clients needs and concerns. Ujan was not helpful at all and to be honest had a tone that no client would be satisfied with having been charged a disproportionate amount.I will be complaining further to parties who can make sure your directors are aware of the misrepresentation and negligence of your staff and scam worthy technology. If this means going to press and community leaders who will investigate your operations further, then so be it. I have never used Uber and been charged an amount they make up out of the top of their head. So I refuse to use a new app like Ola and have you steal money from more clients and will make sure I share the message to others to avoid this all at all costs. I would never pay £18 for a journey I could take for £1.50 on a bus, £2.90 on a train or £5-6 using any taxi service. So for your company to deem it acceptable to not notify an individual and charge them an inflated price is quite frankly unethical and unprofessional. I demand a refund of £13 for the journey. I am extremely dissatisfied.
            ",1,NEGATIVE,0.9998025298118591,NEGATIVE,0.9999935626983643
130,"

                        Cancellation issues by drivers
                
","
                Major problem many of them r facing with this app is the cab drivers are accepting the ride and then cancelling it.  Few of them doesn't even know the address  and are unable to follow the GPS. Around 7 times my ride has been taken and cancelled in a single day. I suggest none of you to use this app. And the feedback is WORST .
            ",1,NEGATIVE,0.9803730249404907,NEGATIVE,0.9999914169311523
131,"

                        I was quoted £12 on the phone
                
","
                I was quoted £12 on the phone, for a cab for my daughter when she reached her destination the driver tried to charge her £15 !!! absolutely disgusting behaviour tread carefully when using Ola cabs in Bristol
            ",1,NEGATIVE,0.8932781219482422,NEGATIVE,0.9999479055404663
132,"

                        Writing as a prospective ola driver
                
","
                Writing as a prospective ola driver, the level of support you receive is barely anything, a company that fails to provide it's drivers with the correct level of support is highly unlikely to support it's customers with a decent ride, an appalling and pathetic excuse for a company
            ",1,POSITIVE,0.9828420281410217,NEGATIVE,0.9999902248382568
133,"

                        I am extremely dissatisfied with the…
                
","
                I am extremely dissatisfied with the recent ride which I booked for my elderly mom..the driver was arrogant rude and impolite..he asked my mom who took the ride alone to pay more than the fare which showed on the app..when I tried to reach the support I did not recieve any personal assistance except for the system fed auto replies ... definitely this was the last time I have booked a ride with ola..never again ..please do not send your elderly parents to ride with this pathetic service.
            ",1,NEGATIVE,0.9998408555984497,NEGATIVE,0.9999967813491821
134,"

                        I would recommend not to travel through…
                
","
                I would recommend not to travel through ola. There is no standards followed by this company, thry just started this company as copy business of Uber but they are really unprofessionals. No comparison between world class company like Uber and a highly unprofessional Ola. I had taken a ola cab from Delhi to jaipur. Initially it showed me 2700 fare and driver knew i came from abroad. He stopped the cab on the way 4 times for almost 2 hrs adding all together. He took 500 rupees for gas too. When i reached jaipur he requested 950 rupees for toll plaza so overall he took 5200 rupees despite having showing 2900 bill initially. Being a NRI i didn't know much about long rides using ola but definitely it was a very poor experience.i complained about it to ola just and email because there is no phone number showing on the website. Ola replied back after 4 days sating thry can't do anything and closed the ticket immediately with notifying me. Highly unprofessional and never replied back to my queries again. Safety concerns were also there but ola doesn't reply at all. Please boycott ola and avoid them. I am going to post this experience everywhere including UK ola services too because i have no choice left because of their lack of response. I will take legal action as well against them.
            ",1,NEGATIVE,0.9980009198188782,NEGATIVE,0.9999889135360718
135,"

                        Such a worst service I had never seen
                
","
                Such a worst service I had never seen, undignified drivers ,even customer care number or service doesn't respond and I just uninstall,and I suggest every body don't take Ola and don't use   faire also taking more unwanted  faire taking its very bad behavior when i booked ola fair showes  me my destination 260 whe i reach my destination the showing  me 400  very bad behavior.,
            ",1,NEGATIVE,0.9999933242797852,NEGATIVE,0.9999936819076538
136,"

                        Such a worst service I had never seen
                
","
                Such a worst service I had never seen, undignified drivers ,even customer care number or service doesn't respond and I just uninstall,and I suggest every body don't take Ola and don't use
            ",1,NEGATIVE,0.9999933242797852,NEGATIVE,0.9999953508377075
137,"

                        Ola dont have a customer care number.
                
","
                Ola dont have a customer care number.Drivers don't take emoney they want cash.Drivers charged more than the fare showed in OLA app.Passengers are helpless and we have to listen to drivers
            ",1,NEGATIVE,0.9983175992965698,NEGATIVE,0.9987584352493286
138,"

                        Poor app, un professional drivers, drivers force to tailor the request, don't turn up for little high distance, unsafe for women
                
","
                I tried booking cab, the app reflectedHigh demand and kept the search slow but on.Mean while got call from an ola driver. As per him he had got the request. I confirmed that in my app I was still seeing the search on. He asked  the pick up and drop location, said that I have to pay in cash and he is also going to pick up other passangers , in order to get his service I should accept this and may need to pay extra. I have refused the service.Post this call I also got another driver's call, to him too I said that I still am seeing search on, though he was the second driver to get the request.Terrible app indeed.This is not the first time.... pre lockdown, I had a booking , which was not served by driver after knowing the pick up and drop location, I still get to see that I need to pay Rs. 50 for that,Had complained the same to ola. But as usual it has fallen into deaf ears. I would say, ola is over priced,very unprofessional , and also  it's app is poor.
            ",1,NEGATIVE,0.9998782873153687,NEGATIVE,0.9999972581863403
139,"

                        Ola is a big con.
                
","
                Ola promoted a 20% discount but inflate the prices so it’s pointless. Worse.. my first look, ola was $58. Logged out for under a minute, looked again, suddenly $64 ola, versus $51 uber... we’re not stupid. Zero trust earned. Never using ola ever again. Remember, taxis lost our business because they lost our trust. You suck. Word spreads.
            ",1,NEGATIVE,0.9803446531295776,NEGATIVE,0.9999990463256836
140,"

                        Would give less if I could
                
","
                Would give less if I couldWould give less if I could. Drivers are VERY unreliable and rude. Driver also took off mask during ride. Ola customer service is extremely useless and don’t care about their customers and deem it okay for drivers to drive without a face mask in the middle of a global pandemic. Avoid at all cost.
            ",1,NEGATIVE,0.8088275790214539,NEGATIVE,0.9999853372573853
141,"

                        OLA AND UBER CABS IN BENGALURU
                
","
                OLA AND UBER CABS IN BENGALURUIt appears to me that the most dangerous Ola and Uber Cab service is in Bengaluru, as I always thought Delhi was bad, but Bengaluru beats it heads on.The drivers appear to have learnt to manipulate so many tricks to fleece the customers, that I have come to the conclusion it may not only be better, but also safer at times to pay double and book the hotel taxi if at all possible.On a recent 5 days visit to Bengaluru, on at least 6 different occasions, the drivers made numerous attempts to cheat me, firstly from the Airport to the Hotel, when I gave the OTP to commence the journey, within seconds of obtaining a message that the trip has commenced, the driver tells me that there is no trip and wanted  to see my phone, basically to see what the fare was showing. I remained very firm, and informed my wife that in case the situation worsened, and he took us out of the way, to immediately call the police, because there is absolutely no facility on their apps to reach Customer Service or Police in an emergency. The driver then gathered that I was going to have none of his nonsense, and I turned on the navigation on my mobile phone and ensured he took us to the hotel in the shortest route possible.  This actually happened with at least two drivers, but the worst ones were that once you book the cab, the driver calls to ascertain what the final destination is, which they are not supposed to, and immediately cancels the trip thereby incurring the passenger a cancellation charge.The worst one was on having booked in advance for an airport drop off, the first driver asked my destination and as I refused to give it, cancelled the booking, and within seconds another driver accepted the booking. When I informed him that the drop was to the airport, he tells me that he is not going, when I said I will complain about him, he became abusive and threatened me, saying he knew where I was and would come and sort me out. As I was getting late for the airport, I fortunately managed to book the Hotel Taxi and reached the airport just in time.The government has brought in new regulations in respect to all the aggregator cab services, which are more in favour of the drivers. I am in favour of that, but it is absolutely imperative that new legislation is made in regards to the safety of passengers and unwarranted cancellations, because despite writing to the CEO of OLA, he neither had the courtesy to acknowledge nor respond to my mail, and it is about time they were held responsible for all the illegal actions of the drivers or ensure that these crooked drivers do not ply cabs on their platforms immediately after they resort to threats or regular cancellations of the cab journeys.
            ",1,POSITIVE,0.9745131134986877,NEGATIVE,0.9936364889144897
142,"

                        Alright
                
","
                It's everything I expect out of a ride-hailing app. My experience has been fine more often than not. It's a little costlier compared to Uber generally.
            ",4,NEGATIVE,0.6220542192459106,POSITIVE,0.9997422099113464
143,"

                        Wrong Route Taken By Auto Driver
                
","
                Dear Ola Team, I start my journey from govandi station to vashi sector 9 it's hardly 11/ 12 km while booking amount was Rs 148 as per me its ok for 11 km .But the driver had changed the route and while asking him he said google yehi route bata raha hai.I had confirmed auto driver ki ye aap gumake k le rahe ho so he confirmed me aap daro mat aapko kitna charge bataya hai utna hi lunga mai and after giving the amount Rs.148 he is saying sirji 344 hua hai.and start arguing ki paisa toh aapko dena hoga aapko nhi pata kya mera auto kalyan ki hai aapko bolna chaiye tha na.Its was very worst journey if my life.its waste of money & time. driver had taken the wrong route instead of 11 km he taken the route of 27 km and the charges also claimed.They was not enough time for fighting with auto driver.because from Morning me and my wife was out for some bank work my daughter was in my neighbor house so we have to rush as early as possible so that we can give her some food it was almost 2:30 at afternoon.so I paid the amount 350 and I will make sure from today my family or from my office no one will use ola.
            ",1,NEGATIVE,0.9864456057548523,NEGATIVE,0.99998939037323
144,"

                        Very unreliable!
                
","
                Every time I order an Ola, it cancels the ride and goes from 4, 7 to 10 minutes! The Sat Nav that they use does not represent the Sat Nav on the app! The app sometimes shows the driver further or closer away than they are. It sometimes freezes-very unreliable app! If you need a reliable service and you do not want wait for over 10-15 minutes for the driver to arrive, I suggest you look elsewhere!
            ",1,NEGATIVE,0.9998975992202759,NEGATIVE,0.9999889135360718
145,"

                        When I  booked it says 7mins ,then it…
                
","
                When I  booked it says 7mins ,then it changed to 11 and then 14 . No call from the driver nor any explanation as to why they are late after 23min wait . To be fair some of the drivers are okay ,some are not courteous. My experience is that they are not truthful nor consistent with their prices .
            ",1,NEGATIVE,0.9753584265708923,NEGATIVE,0.9999853372573853
146,"

                        Not because of the drivers but the…
                
","
                Not because of the drivers but the pricing same taxi used every day for work. Range from £12  to less £5 per journey. Even though less than 10 minute journey. Watch out as there sat nav always take you on longest journeys so if you not familiar with route use another company . Ripping people off daily
            ",1,POSITIVE,0.7359864115715027,NEGATIVE,0.9992448091506958
147,"

                        Very bad service
                
","
                Very bad service, they have notorious type driver. they should be very harmful for future immediate terminate this type of app. night travelling not safe for woman. Ola auto driver more big history sitter.
            ",1,NEGATIVE,0.9996427297592163,NEGATIVE,0.9999397993087769
148,"

                        Very bad experience
                
","
                Very bad experience , Mujhe bhut bura lga , customer service tak nhi aati h aap ola walo ko, mene mrng m 6 bje nizamuddian station se cab book ki greater noida 10 k liye, cab driver 10-15 mint late aaya phle to, bola koi location aur usne mujhe khud aane ko bola kisi aur location par👊👎👎Jab m apni destination location pahuchi to jo charge hua wo mene phonepe kiya but cab driver ne kuch aur hi amt btaya ,M already online payment kar chuki thi but uska kehna tha ki mujhe cash dijiye kiyoki amt pay nhi hua h abi tak,Jab mene ola m complaint krne k liye call kiya to unka no. Busy hi jata raha approx 30 mint.Bhut bura experience raha ola cab ka.👎👎
            ",1,NEGATIVE,0.9999635219573975,NEGATIVE,0.9999324083328247
149,"

                        Most horrible experience ever
                
","
                Most horrible experience ever. The drivers are such responsible people. Driver Kemprgowda first did not agree to come to my pick up point then when I came near his He cancelled the ride while he was right in front of me. Above all this I was charged the cancellation fee for this ride. This such a scam. I dint even wanted to rate 1 star.
            ",1,NEGATIVE,0.9999967813491821,NEGATIVE,0.9999983310699463
150,"

                        Hi Ola,
                
","
                Hi Ola,            It's a very bad experience riding in ola. Auto driver came and said my mobile is switched off. Hence, what ever amount is showing the total amount in your ola application please pay that amount. In my application Rs.251 was showing and I paid Rs.251. after driver went away ola application showing  your total fare is 186rs. I paid rs.65 rupees. Hence, I have got cheated by ola auto driver. I think this is the trick which is using by ola drivers to make customer fool by telling mobile is switched and taking away extra cash. Even I told ola auto driver that shall I pay online wallet payment when I was I auto on the way but driver refused and said no no don't do online or wallet payment. Only cash I need he said. Ola drivers are very greedy they only operates and come when the ride is by cash only. This is not not the concern or 65rs. It's about trust. I have been cheated from ola hence, I will not use or use less ola. I might switch to Uber or can prefer local auto or rides but this type of cheating is not acceptable. I can knock the consumer court and complain in consumer court for this issue.Thank youName : Shyam RanjanPhone : 7004835713
            ",1,POSITIVE,0.9651982188224792,NEGATIVE,0.9999881982803345
151,"

                        Worst service provider and because of their own
                
","
                Worst service provider, charge unnecessary to customers because of their own server problems. If there is any rating in minus i will go for that. I will suggest to use Uber instead of Ola
            ",1,NEGATIVE,0.999983549118042,NEGATIVE,0.9999758005142212
152,"

                        I am a driver on ola platform and I can…
                
","
                I am a driver on ola platform and I can say for myself that I have had a great experience with them. Their services are prompt and they have good customer service. Also when all other drivers app are not recruiting or onboarding new drivers because of covid, ola are still onboarding and the strict standardized questions you have to answer before they accept you as a driver is amazing. Thanks ola.
            ",5,POSITIVE,0.9953191876411438,POSITIVE,0.9953200221061707
153,"

                        My sister used this company they tried…
                
","
                My sister used this company they tried to over charge her plus they took 6 payments out of her bank account the bank are investigating.
            ",1,POSITIVE,0.6307942271232605,NEGATIVE,0.996580183506012
154,"

                        Ola Cabs-Poor Customer Service/Lengthy Routes/Safety Issues
                
","
                Ola has poor customer service and perhaps I am being conservative. I have received many empty promises from the team. It is very difficult to get matters across to the team regarding incidents related to journeys where drivers have taken longer than expected, (ii) drivers  have breached safety regulation and (iii) been rude. There needs to be a serious overhaul of their operations.
            ",1,NEGATIVE,0.9998681545257568,NEGATIVE,0.9999679327011108
155,"

                        At the very first Ola Driver asked…
                
","
                At the very first Ola Driver asked about only cash payment, and after completion of my drive i was having Gpay option for the payment, and he was ready to take money by Gpay. I paid him, and unfortunately the payment was ""in process"" so somehow i arranged money and paid him, now my Gpay account had shown the ""Payment Successful"" status and my money has debited for that. No response from the respected driver, not receiving my calls. Ola has no help services for this issue. Customer care line is busy all the time.Drive Details: Sun, Nov 22, 08:03AMCRN 5015216383Driver Name: Aluvla KiranMobile number: 6303824908Note: Driver was very rude in behavior.
            ",1,NEGATIVE,0.9749782085418701,NEGATIVE,0.9999374151229858
156,"

                        Poor customer support and expensive fares
                
","
                I took this ride from Mayur Vihar to Kalkaji around 3pm this Saturday and while booking the cab it showed 190₹ but the bill was 394₹ when I reached and being a foreigner I didn’t know the fares so haven’t noticed, after 2 days I booked an uber for the same distance and I paid 170₹ only!Then I checked my ride with OLA and realised I’ve been charged 200₹ for tax in a case which both locations were in Delhi and there’s no tax fee for this ride!!!And by the time it was passed 24 hours so I couldn’t even check the fare!And there’s no customer support for such cases, I’m so dissatisfied with ola services, they’re more expensive than uber but there’s nothing special about them which make them stand out!
            ",1,NEGATIVE,0.9995554089546204,NEGATIVE,0.999976396560669
157,"

                        Wronfully charged me £10.97 for no…
                
","
                Wronfully charged me £10.97 for no reason and even though I have provided evidence they're not refunding me my money and telling me I need to speak with my bank when my bank told me they need to refund me. Con artists! You have lost a regular customer.
            ",1,NEGATIVE,0.9929664134979248,NEGATIVE,0.9999327659606934
158,"

                        Avoid at all costs if you value your safety!
                
","
                If I could give this company zero points I would as I’m disgusted by them. It was my first experience of using an cab app as have heard positive things about cab apps. I booked one from Shepherd’s Bush to Euston tower. I had no problems as it reached me within a few minutes. But was another story going back to Shepherd’s Bush. Booked one and it said seven minutes then said 27 minutes as it was no dropping off another customer. I sent the driver a message to say where I’d be and with two very heavy suitcases. He drives past me and my ride is cancelled. Apparently he couldn’t stop the car! Then I ring the ‘customer service’ line and explain but to no avail. I explained that it was imperative that I got home quickly as I had to collect my son from school. Security staff tried to contact local cabs and tried to flag down a black cab but to no avail. Then I reluctantly had to order another Ola cab. Again it gave a time then kept chopping and changing because he picked someone else on the way. Fortunately there was a black cab nearby charging and I was able to get a cab back. Honestly I will never recommend this company to anyone especially single women on their own and in fact anyone who hasn’t hours to waste and values their safety. They have zero duty care for customers. Profit before customer care! Avoid Ola at all costs. Stick to black cabs 🙏🏽
            ",1,NEGATIVE,0.9994531273841858,NEGATIVE,0.9999936819076538
159,"

                        I availed ola rental for 5 hours.But…
                
","
                I availed ola rental for 5 hours.But exceeded 50 kms. Buti want invoice. Iam not able to get
            ",2,NEGATIVE,0.8757021427154541,NEGATIVE,0.9986003041267395
160,"

                        I ordered an ola first time
                
","
                I ordered an ola first time. A car rego was not provided the car came past where i was collected the money but didnt pick me up.Give me my f***en noney back you thieves & I am never using you ever again or recommending you.....not even to pick up litter!!!!!
            ",1,NEGATIVE,0.9749020338058472,NEGATIVE,0.9999799728393555
161,"

                        Bloody useless!
                
","
                Bloody useless!! keeps declining my payment methods everytime I need a ride....
            ",1,NEGATIVE,0.9999909400939941,NEGATIVE,0.9999887943267822
162,"

                        Ola in dreams ( I am the no one, I have lot of customers,no one cane beats me, ,all other cab service will be closed in futur, over all world one cab service will remain that is ola ola ola ola)
                
","
                Ola no costumer phone will not lift ever cab drivers also.Ola there dont bother for there costumersOla no professional way to trace there costumer expectations Ola you dont no there is no way to ride,  if you ignore customers
            ",1,NEGATIVE,0.5570983290672302,NEGATIVE,0.999984860420227
163,"

                        Bad service every time your driver not…
                
","
                Bad service every time your driver not come to location and miss behave everytime dicasting....never book your ooa
            ",1,NEGATIVE,0.9992623925209045,NEGATIVE,0.9997902512550354
164,"

                        Bad experience with ola
                
","
                Bad experience with ola . Very bad .. specially with The driver .. I have booked the cab today and clearly mentioned my pickup point from just chill water park delhi ..but driver call us and tell us to come at toll  point for pickup but when we asked him if we come at toll for pickup then who will bare the toll tax .. driver clearly tell us that toll charges will be paid by the driver .. then I agree and my drive is start at last at the time of drop he added extra money toll tax in my bill ... When I denied to pay the extra money then he started to scolded me he was drunked Baldy and he started to misbehave with me ..being a girl I stop reacting because I was so. Scared that time .. so I paid that extra amount ..This is my personal experience and I never suggest anybody specially female to book OLA cab again in future ..Bad bad very bad experience
            ",1,NEGATIVE,0.9998028874397278,NEGATIVE,0.9999755620956421
165,"

                        OLA NOT SAFE FOR COUSTMER
                
","
                OLA NOT SAFE FOR COUSTMER. Ola not action for complain.
            ",1,NEGATIVE,0.9999475479125977,NEGATIVE,0.9998797178268433
